genome	protein_id	ko	evalue	score	threshold	score_minus_threshold
GCF_056781025.1	WP_060596120.1	K02557	3.1e-69	231.9	144.87	87.03
GCF_056781025.1	WP_060596272.1	K03407	1.3e-224	745.7	509.2	236.50000000000009
GCF_056781025.1	WP_007499584.1	K03413	1.6e-47	160.3	135.0	25.30000000000001
GCF_056781025.1	WP_066030674.1	K06390	8.3e-134	444.0	217.4	226.6
GCF_056781025.1	WP_106031192.1	K07636	2.9e-124	413.5	327.73	85.76999999999998
GCF_056781025.1	WP_008348273.1	K07692	4.7e-113	374.3	267.17	107.13
GCF_056781025.1	WP_414051683.1	K19549	1.4000000000000001e-227	752.9	689.47	63.42999999999995
GCF_056781025.1	WP_315850791.1	K19550	5.5000000000000005e-133	439.6	388.33	51.27000000000004
GCF_056781025.1	WP_008347057.1	K23188	3.2e-140	466.2	460.43	5.769999999999982
GCF_905310995.2	WP_003234015.1	K00004	1.5999999999999998e-141	469.8	376.97	92.82999999999998
GCF_905310995.2	WP_029727068.1	K00372	1.4e-279	928.1	909.57	18.529999999999973
GCF_905310995.2	WP_029725845.1	K01077	1.3e-113	378.9	67.97	310.92999999999995
GCF_905310995.2	WP_014475691.1	K01113	1.7e-165	550.5	94.03	456.47
GCF_905310995.2	WP_015252037.1	K01915	3.6e-107	357.7	37.7	320.0
GCF_905310995.2	WP_029727026.1	K02013	2.7e-115	383.7	226.0	157.7
GCF_905310995.2	WP_019712959.1	K02015	1.4999999999999999e-105	352.0	343.37	8.629999999999995
GCF_905310995.2	WP_003228496.1	K02016	1.6999999999999999e-68	229.7	157.77	71.92999999999998
GCF_905310995.2	WP_014480273.1	K02036	3.9999999999999994e-142	471.7	268.53	203.17
GCF_905310995.2	WP_014477352.1	K02037	1.7000000000000001e-100	335.8	260.07	75.73000000000002
GCF_905310995.2	WP_029317900.1	K02038	2.8e-94	314.9	255.13	59.76999999999998
GCF_905310995.2	WP_031315217.1	K02040	1.9e-77	259.3	55.67	203.63
GCF_905310995.2	WP_029725988.1	K02406	3.7e-133	443.3	135.0	308.3
GCF_905310995.2	WP_014477672.1	K02556	1.9e-94	315.0	97.97	217.03
GCF_905310995.2	WP_003232473.1	K02557	4.5e-72	241.5	144.87	96.63
GCF_905310995.2	WP_014476817.1	K03407	2.6e-225	748.2	509.2	239.00000000000009
GCF_905310995.2	WP_014476812.1	K03413	5.7e-48	162.1	135.0	27.099999999999994
GCF_905310995.2	WP_015251728.1	K06390	6.5e-132	438.0	217.4	220.6
GCF_905310995.2	WP_029726381.1	K07636	7.2e-125	415.8	327.73	88.07
GCF_905310995.2	WP_003219701.1	K07692	7.8e-113	373.9	267.17	106.72999999999996
GCF_905310995.2	WP_029726227.1	K19549	4.9e-254	840.2	689.47	150.73000000000002
GCF_905310995.2	WP_029726228.1	K19550	4.5e-144	476.2	388.33	87.87
GCF_905310995.2	WP_029726226.1	K19552	2.1e-256	848.1	730.4	117.70000000000005
GCF_905310995.2	WP_010886609.1	K23188	8.7e-142	471.7	460.43	11.269999999999982
