Assembly Accession	Organism Name	Assembly Level	Assembly Status	Assembly Stats Total Sequence Length	Assembly Stats Number of Contigs	Assembly BioSample Accession	Assembly BioSample Isolation source	Assembly BioSample Geographic location	Assembly BioSample Host	candidate_group	keyword_hits
GCF_019222745.1	Bacillus velezensis	Complete Genome	current	3929791	1	SAMN20060704	soil crust	China: Yinchuan		non_saline_candidate	
GCF_019334525.1	Bacillus velezensis	Complete Genome	current	4053089	1	SAMN20201267	Atlantic forest soil	Brazil: Parana		non_saline_candidate	
GCF_019449395.1	Bacillus velezensis	Complete Genome	current	4030799	1	SAMN18614933	soil	China		non_saline_candidate	
GCF_019464595.1	Bacillus velezensis	Complete Genome	current	3896799	1	SAMN19519143	watermelon rhizosphere soil	China: Heilongjiang Province	watermelon	non_saline_candidate	
GCF_019754015.1	Bacillus velezensis	Complete Genome	current	3973236	1	SAMN20821524	soil sample	China:Qiqihar	watermelon	non_saline_candidate	
GCF_019880485.1	Bacillus velezensis	Complete Genome	current	4223782	4	SAMN20709964	soil	Belarus:Barysaw District		non_saline_candidate	
GCF_020084885.1	Bacillus velezensis	Complete Genome	current	3926914	1	SAMN19822038	soil	China: Chongqing		non_saline_candidate	
GCF_020162235.1	Bacillus velezensis	Complete Genome	current	4088756	1	SAMN21540783	garden soil	USA:California		non_saline_candidate	
GCF_020995365.1	Bacillus velezensis	Complete Genome	current	4067009	1	SAMN23076874	soils	China: HUNAN		non_saline_candidate	
GCF_021184205.1	Bacillus velezensis	Complete Genome	current	4121848	1	SAMN23765541	soil	China: Jinan, Shandong Province	grape	non_saline_candidate	
GCF_021245705.1	Bacillus velezensis	Scaffold	current	3912339	51	SAMN23139090	tea garden soil	China: Zhejiang, Hangzhou		non_saline_candidate	
GCF_021390055.1	Bacillus velezensis	Complete Genome	current	3929552	1	SAMN24147913	soil	China: Weinan,Shaanxi Province		non_saline_candidate	
GCF_021650855.1	Bacillus velezensis	Complete Genome	current	3929792	1	SAMN25145124	soil	South Korea: Jeonju		non_saline_candidate	
GCF_021892375.1	Bacillus velezensis	Scaffold	current	3939663	47	SAMN25352221	soil	Russia		non_saline_candidate	
GCF_022344025.1	Bacillus velezensis	Complete Genome	current	4033884	1	SAMN25893642	soil	South Korea: Yangpyeong	Lettuce	non_saline_candidate	
GCF_022370935.1	Bacillus velezensis	Complete Genome	current	3932768	3	SAMN21927082	rhizosphere soil of stock	China: Hainan	tomato	non_saline_candidate	
GCF_022371095.1	Bacillus velezensis	Complete Genome	current	4081758	1	SAMN25982136	soil	China: Haikou city, Hainan province		non_saline_candidate	
GCF_022385235.1	Bacillus velezensis	Complete Genome	current	3914377	2	SAMN25963216	rhizosphere soil	China:Xiyang Village, Youxi County, Sanming City, Fujian Province		non_saline_candidate	
GCF_022488425.1	Bacillus velezensis	Complete Genome	current	4005132	1	SAMN26182808	rhizosphere soil	not applicable		non_saline_candidate	
GCF_023093915.1	Bacillus velezensis	Complete Genome	current	3918461	1	SAMN27578326	soil	China: Nanjing		non_saline_candidate	
GCF_023278305.1	Bacillus velezensis	Complete Genome	current	3962671	1	SAMN18451302	plant	China: shandong		non_saline_candidate	
GCF_023516155.1	Bacillus velezensis	Complete Genome	current	3929792	1	SAMN28187200	soil	China:Wuhan		non_saline_candidate	
GCF_023516195.1	Bacillus velezensis	Complete Genome	current	3929792	1	SAMN28200750	soil	China		non_saline_candidate	
GCF_023586825.4	Bacillus velezensis	Complete Genome	current	4184031	4	SAMN25898145	Rizosphere soil sample	Russia: Krasnodar region		non_saline_candidate	
GCF_023586845.4	Bacillus velezensis	Complete Genome	current	4184250	4	SAMN25898146	Rizosphere soil sample	Russia: Krasnodar region		non_saline_candidate	
GCF_023823715.1	Bacillus velezensis	Complete Genome	current	3963345	2	SAMN22304394	soil	China		non_saline_candidate	
GCF_023823735.1	Bacillus velezensis	Complete Genome	current	3963155	1	SAMN22304395	soil	China		non_saline_candidate	
GCF_023921085.1	Bacillus velezensis	Complete Genome	current	3980135	1	SAMN29096890	soil	Brazil: Italva, Rio de Janeiro		non_saline_candidate	
GCF_024508215.1	Bacillus velezensis	Complete Genome	current	4099109	1	SAMN29961780	soil	China:Xuchang city, Henan province	tobacco	non_saline_candidate	
GCF_024666145.1	Bacillus velezensis	Chromosome	current	3970959	7	SAMN30168657	Soil from rainforest	Brazil: Parana		non_saline_candidate	
GCF_024917135.1	Bacillus velezensis	Complete Genome	current	3929846	1	SAMN30502274	rhizosphere soil	China: Guizhou	Sophora tonkinensis Radix	non_saline_candidate	
GCF_024919095.1	Bacillus velezensis	Complete Genome	current	4010225	1	SAMN30473216	Commercial plant nursery	Viet Nam: Da Lat		non_saline_candidate	
GCF_024925505.1	Bacillus velezensis	Complete Genome	current	4192280	1	SAMN30456206	soil	South Korea:Buyeo		non_saline_candidate	
GCF_025857215.1	Bacillus velezensis	Complete Genome	current	4035016	1	SAMN30498090	Isolation from the rhizosphere of bok choy	China: Hangzhou		non_saline_candidate	
GCF_025914055.1	Bacillus velezensis	Complete Genome	current	3929791	1	SAMN31309488	soil	China:Guangzhou		non_saline_candidate	
GCF_026210635.1	Bacillus velezensis	Complete Genome	current	3929247	1	SAMN29059448	soil	China: Beijing, Yanqing District		non_saline_candidate	
GCF_026240675.1	Bacillus velezensis	Complete Genome	current	3929781	1	SAMN31269340	soil	China:Shanghai		non_saline_candidate	
GCF_026241745.1	Bacillus velezensis	Scaffold	current	4016820	45	SAMN31675477	Navel orange rhizosphere soil	China:JiangXi		non_saline_candidate	
GCF_026787705.1	Bacillus velezensis	Scaffold	current	4101015	48	SAMN25843163	soil	France: Col du Grand Saint Bernard		non_saline_candidate	
GCF_029282585.1	Bacillus velezensis	Complete Genome	current	4296610	1	SAMN33451486	rhizosphere soil of corn crops	Mexico		non_saline_candidate	
GCF_029688985.1	Bacillus velezensis	Scaffold	current	3891665	11	SAMN34089981	soil	China: Shenyang		non_saline_candidate	
GCF_029834585.1	Bacillus velezensis	Complete Genome	current	3929792	1	SAMN34066145	soil	China:Hubei		non_saline_candidate	
GCF_029846455.1	Bacillus velezensis	Scaffold	current	4071225	43	SAMN34136143	muskmelon rhizosphere	China: JiangSu		non_saline_candidate	
GCF_030028255.1	Bacillus velezensis	Complete Genome	current	3858300	1	SAMN35003787	rhizosphere	China: Yunnan province	maize	non_saline_candidate	
GCF_030028335.1	Bacillus velezensis	Complete Genome	current	4078641	1	SAMN35005763	soil	China:hainan		non_saline_candidate	
GCF_030053815.1	Bacillus velezensis	Complete Genome	current	3929792	1	SAMN35054919	soil	China:Harbin		non_saline_candidate	
GCF_030123285.1	Bacillus velezensis	Complete Genome	current	4002233	1	SAMN34374909	grassland soil attached to a mushroom	Denmark: Birkeroed		non_saline_candidate	
GCF_030123305.1	Bacillus velezensis	Complete Genome	current	3929586	1	SAMN34375025	rhizosphere soil	China: Neijiang, Sichuan Province		non_saline_candidate	
GCF_030252385.1	Bacillus velezensis	Complete Genome	current	3929792	1	SAMN35566365	rhizosphere	China: Jiangsu		non_saline_candidate	
GCF_030284665.1	Bacillus velezensis	Scaffold	current	4081504	16	SAMN35683875	rhizosphere	Bulgaria	Oryza sativa	non_saline_candidate	
GCF_030291255.1	Bacillus velezensis	Complete Genome	current	3954988	1	SAMN29376856	soil	Brazil: Italva, Rio de Janeiro		non_saline_candidate	
GCF_030378485.1	Bacillus velezensis	Complete Genome	current	4181346	1	SAMN35788485	Healthy tobacco rhizosphere soil	China:Lijiang	Tobacco	non_saline_candidate	
GCF_030444515.1	Bacillus velezensis	Complete Genome	current	3891780	1	SAMN33285327	Humic Soil	not collected	missing	non_saline_candidate	
GCF_030518635.1	Bacillus velezensis	Complete Genome	current	3929792	1	SAMN36459674	soil	China: Nanchang		non_saline_candidate	
GCF_030704265.1	Bacillus velezensis	Complete Genome	current	3980773	1	SAMN36797137	healthy cucumber rhizosphere soil.	China: Beiwang Village, Luolong District, Luoyang City, Henan Province	Cucumis sativus L.	non_saline_candidate	
GCF_031118725.1	Bacillus velezensis	Scaffold	current	3919106	13	SAMN37190764	rhizosphere soil	South Africa	Zea mays	non_saline_candidate	
GCF_031118995.1	Bacillus velezensis	Scaffold	current	3892069	12	SAMN37190995	soil	China: Altay City, Xinjiang Uygur Autonomous Region		non_saline_candidate	
GCF_031308755.1	Bacillus velezensis	Complete Genome	current	3929698	1	SAMN36005331	soil	China:Hebei		non_saline_candidate	
GCF_031344975.1	Bacillus velezensis	Complete Genome	current	4237216	1	SAMN37277514	soil metagenome	China:Guizhou	Ginger	non_saline_candidate	
GCF_031460235.1	Bacillus velezensis	Scaffold	current	3935018	24	SAMN37321166	rhizosphere soil	South Africa	Zea mays	non_saline_candidate	
GCF_031883715.1	Bacillus velezensis	Complete Genome	current	4116231	1	SAMN37176097	rhizosphere of rice, pepper, cucumber, tomato	South Korea	missing	non_saline_candidate	
GCF_032291985.1	Bacillus velezensis	Complete Genome	current	4143654	2	SAMN37527114	root	South Korea	Ipomoea batatas	non_saline_candidate	
GCF_032686825.1	Bacillus velezensis	Scaffold	current	3891724	12	SAMN37688149	soil	China		non_saline_candidate	
GCF_033170175.1	Bacillus velezensis	Complete Genome	current	3929792	1	SAMN37883768	orchard soil	China		non_saline_candidate	
GCF_033547055.1	Bacillus velezensis	Complete Genome	current	4283756	1	SAMN38103670	soil	China:Taian		non_saline_candidate	
GCF_033798645.1	Bacillus velezensis	Chromosome	current	4027139	1	SAMN38145391	Potato rhizosphere	Colombia:Cundinamarca		non_saline_candidate	
GCF_033808435.1	Bacillus velezensis	Complete Genome	current	4064612	1	SAMN38171755	soil	South Korea: Gyeongsangbuk-do, Sangju-si		non_saline_candidate	
GCF_034060585.1	Bacillus velezensis	Complete Genome	current	3984866	1	SAMN38257321	rhizosphere soil of schefflera heptaphylla	China:Yunnan		non_saline_candidate	
GCF_034061945.1	Bacillus velezensis	Complete Genome	current	4046066	1	SAMN38258329	rhizosphere soil of schefflera heptaphylla	China:Yunnan		non_saline_candidate	
GCF_034554755.1	Bacillus velezensis	Complete Genome	current	4043200	1	SAMN38583043	soil	China:Lijiang	Tobacco	non_saline_candidate	
GCF_035808035.1	Bacillus velezensis	Scaffold	current	3956781	29	SAMN33940666	agave root	India		non_saline_candidate	
GCF_035808075.1	Bacillus velezensis	Scaffold	current	3892229	12	SAMN33940664	Rice rhisosphere soil	not collected		non_saline_candidate	
GCF_035813315.1	Bacillus velezensis	Scaffold	current	4115982	37	SAMN33940384	soil	not collected		non_saline_candidate	
GCF_035813375.1	Bacillus velezensis	Scaffold	current	3961798	64	SAMN33940382	soil	not collected		non_saline_candidate	
GCF_035823195.1	Bacillus velezensis	Scaffold	current	4126432	64	SAMN33940723	soil	Trinidad and Tobago: Trinidad		non_saline_candidate	
GCF_035823275.1	Bacillus velezensis	Scaffold	current	3902798	80	SAMN33940719	soil	not collected		non_saline_candidate	
GCF_035823295.1	Bacillus velezensis	Scaffold	current	3938825	103	SAMN33940720	soil	not collected		non_saline_candidate	
GCF_035823345.1	Bacillus velezensis	Scaffold	current	3870270	23	SAMN33940718	soil	not collected		non_saline_candidate	
GCF_035823435.1	Bacillus velezensis	Scaffold	current	3875017	25	SAMN33940716	soil	not collected		non_saline_candidate	
GCF_036216805.1	Bacillus velezensis	Scaffold	current	4004456	25	SAMN32974838	soil	Israel: Evolution Canyon		non_saline_candidate	
GCF_000262385.1	Bacillus velezensis YAU B9601-Y2	Complete Genome	current	4238624	1	SAMN02603232	wheat rhizosphere			non_saline_candidate	
GCF_000341875.1	Bacillus velezensis UCMB5036	Complete Genome	current	3910324	1	SAMEA2272633	cotton plant	Ukraine		non_saline_candidate	
GCF_037889395.1	Bacillus velezensis	Scaffold	current	4007168	26	SAMN40597287	soil	China: Guangdong, Zhanjiang		non_saline_candidate	
GCF_038442215.1	Bacillus velezensis	Complete Genome	current	4036959	1	SAMN38777322	plantation	Spain:Malaga	cucumber	non_saline_candidate	
GCF_038594295.1	Bacillus velezensis	Scaffold	current	3891934	33	SAMN40732503	soil	Russia: Republic of Tatarstan, Kazan		non_saline_candidate	
GCF_039851945.1	Bacillus velezensis	Complete Genome	current	3929757	1	SAMN41432343		China: Inter-root soil of Panax pseudoginseng in Wenshan, Yunnan Province, China	inter-root soil	non_saline_candidate	
GCF_039851955.1	Bacillus velezensis	Complete Genome	current	4217652	2	SAMN41431953		China: Inter-root soil of Panax pseudoginseng in Wenshan, Yunnan Province, China	inter-root soil	non_saline_candidate	
GCF_039871465.1	Bacillus velezensis	Scaffold	current	3888046	17	SAMN41455680	landfill soil	China: Yichang City, Hubei Province		non_saline_candidate	
GCF_040105115.1	Bacillus velezensis	Complete Genome	current	3929789	1	SAMN41610859	soil	China: Taizhou City, Zhejiang Province		non_saline_candidate	
GCF_040492855.1	Bacillus velezensis	Scaffold	current	3966101	33	SAMN37160999	oil-contaminated soil samples	Brazil: Porto Alegre		non_saline_candidate	
GCF_040571435.1	Bacillus velezensis	Complete Genome	current	4030990	2	SAMN41704946	soil	China	missing	non_saline_candidate	
GCF_040712045.1	Bacillus velezensis	Complete Genome	current	4240609	1	SAMN40001992	root	USA: Alabama	corn	non_saline_candidate	
GCF_040712055.1	Bacillus velezensis	Complete Genome	current	3952550	1	SAMN40001991	root	USA: Alabama	corn	non_saline_candidate	
GCF_040712065.1	Bacillus velezensis	Complete Genome	current	4155876	1	SAMN40001990	root	USA: Alabama	corn	non_saline_candidate	
GCF_040733995.1	Bacillus velezensis	Complete Genome	current	3857531	1	SAMN27304311	soil	China:Liaoning		non_saline_candidate	
GCF_041879335.1	Bacillus velezensis	Complete Genome	current	4143656	2	SAMN23669287	soil for turfgrass	South Korea: Hwasun		non_saline_candidate	
GCF_041950415.1	Bacillus velezensis	Complete Genome	current	3887713	1	SAMN43541410	soil	China: Wuhan		non_saline_candidate	
GCF_041950455.1	Bacillus velezensis	Complete Genome	current	3907782	1	SAMN43537412	soil	China: Wuhan		non_saline_candidate	
GCF_042019205.1	Bacillus velezensis	Complete Genome	current	4242144	1	SAMN43392604	soil	Democratic Republic of the Congo:Kabare		non_saline_candidate	
GCF_042465255.1	Bacillus velezensis	Complete Genome	current	3952541	1	SAMN40001993	root	USA: Alabama	corn	non_saline_candidate	
GCF_042936585.1	Bacillus velezensis	Complete Genome	current	3997931	1	SAMN43929739	soil	USA: California, Fresno		non_saline_candidate	
GCF_043754615.1	Bacillus velezensis	Complete Genome	current	3973405	1	SAMN44270593	soil	China:Beijing		non_saline_candidate	
GCF_044183005.1	Bacillus velezensis	Complete Genome	current	4189575	3	SAMN44353042	soil	China: Shandong		non_saline_candidate	
GCF_044357845.1	Bacillus velezensis	Complete Genome	current	3913640	1	SAMN16784690	soil	Russia: Krasnodar region		non_saline_candidate	
GCF_044357885.1	Bacillus velezensis	Complete Genome	current	3913613	1	SAMN16784691	wheat root	Russia: Krasnodar region		non_saline_candidate	
GCF_044905085.1	Bacillus velezensis	Complete Genome	current	4186033	1	SAMN42181623	rhizosphere soil	China: chongqing		non_saline_candidate	
GCF_045011655.1	Bacillus velezensis	Complete Genome	current	4077080	1	SAMN34573110	soil	China:Hainan		non_saline_candidate	
GCF_045257725.1	Bacillus velezensis	Complete Genome	current	3929792	1	SAMN44774774	soil	China: Shanghai		non_saline_candidate	
GCF_045344285.1	Bacillus velezensis	Complete Genome	current	3895561	1	SAMN44786005	soil	China: Hunan		non_saline_candidate	
GCF_045345805.1	Bacillus velezensis	Complete Genome	current	4087900	1	SAMN40506564	potato soil; fields without fungicides or pesticides	China: Inner Mongolia		non_saline_candidate	
GCF_045348085.1	Bacillus velezensis	Complete Genome	current	4074379	1	SAMN40623256	soil	China:hunan		non_saline_candidate	
GCF_046097725.1	Bacillus velezensis	Scaffold	current	3886917	41	SAMN45221904	soil	China: HeBei	peanut	non_saline_candidate	
GCF_047121265.1	Bacillus velezensis	Complete Genome	current	4137489	2	SAMN37691131		China:Luan	soil	non_saline_candidate	
GCF_047220225.1	Bacillus velezensis	Complete Genome	current	4020451	1	SAMN46257578	soil	China:Huaian		non_saline_candidate	
GCF_047300865.1	Bacillus velezensis	Complete Genome	current	3939798	1	SAMN45677237	rhizosphere soil	China:Guiyang, Guizhou Province	kiwifruit	non_saline_candidate	
GCF_047302555.1	Bacillus velezensis	Complete Genome	current	4044968	2	SAMN44627543	root	USA:Tucson	Lactuca serriola	non_saline_candidate	
GCF_047947075.1	Bacillus velezensis	Complete Genome	current	4032063	1	SAMN37473040	soil from an orchard	China: Haikou City	missing	non_saline_candidate	
GCF_048013385.1	Bacillus velezensis	Complete Genome	current	4073650	1	SAMN46800756	root	China:Hefei	missing	non_saline_candidate	
GCF_048288325.1	Bacillus velezensis	Complete Genome	current	3968904	1	SAMN37071267	Potato rhizosphere soil	China:Qujing		non_saline_candidate	
GCF_048288335.1	Bacillus velezensis	Complete Genome	current	3980669	1	SAMN37119131	Potato rhizosphere soil	China:Zhaotong		non_saline_candidate	
GCF_048585455.1	Bacillus velezensis	Complete Genome	current	3980613	1	SAMN46764200	soil	China: Deep in Wuzhishan	none	non_saline_candidate	
GCF_049354995.1	Bacillus velezensis	Complete Genome	current	3907381	1	SAMN40450121	soil	China: Guangxi Zhuang Autonomous Region		non_saline_candidate	
GCF_049434535.1	Bacillus velezensis	Complete Genome	current	3929585	1	SAMN47749806	soil	China:Beijing		non_saline_candidate	
GCF_049537935.1	Bacillus velezensis	Scaffold	current	3976009	14	SAMN47803716	onion rhizospheric soils	Saudi Arabia	onion	non_saline_candidate	
GCF_049544895.1	Bacillus velezensis	Complete Genome	current	3935130	1	SAMN47784587	rhizosphere	China: Yunnan	missing	non_saline_candidate	
GCF_049561815.1	Bacillus velezensis	Complete Genome	current	4139342	1	SAMN47808659	soil	Italy: Lecce		non_saline_candidate	
GCF_049727685.1	Bacillus velezensis	Scaffold	current	3899610	19	SAMN42836843	soil	China: Ili city	Vickifunkia tianschanica	non_saline_candidate	
GCF_049810365.1	Bacillus velezensis	Complete Genome	current	3929585	1	SAMN47922244	soil	China:Beijing		non_saline_candidate	
GCF_049810375.1	Bacillus velezensis	Complete Genome	current	3929585	1	SAMN47922265	soil	China:Beijing		non_saline_candidate	
GCF_049810385.1	Bacillus velezensis	Complete Genome	current	4068475	1	SAMN47925986	Rhizosphere Soil of Poplar Forests in Tibet	China:Tibet		non_saline_candidate	
GCF_049810395.1	Bacillus velezensis	Complete Genome	current	3929792	1	SAMN47927596	soil	China:Beijing		non_saline_candidate	
GCF_049819585.1	Bacillus velezensis	Complete Genome	current	3929792	1	SAMN47424389	rhizosphere	China: Quzhou Experimental Station	missing	non_saline_candidate	
GCF_049913295.1	Bacillus velezensis	Complete Genome	current	3976484	1	SAMN47200792	bulk field soil	USA: Iowa State University Marsden Farm, Boone, Co., Iowa		non_saline_candidate	
