Assembly Accession	Organism Name	Assembly Level	Assembly Status	Assembly Stats Total Sequence Length	Assembly Stats Number of Contigs	Assembly BioSample Accession	Assembly BioSample Isolation source	Assembly BioSample Geographic location	Assembly BioSample Host	candidate_group	keyword_hits
GCF_035818555.1	Bacillus velezensis	Contig	current	4018061	14	SAMN39280949	doenjang-meju	South Korea: Seoul		uncertain	
GCF_035822395.1	Bacillus velezensis	Scaffold	current	4078192	61	SAMN33940741	moss	Canada		uncertain	
GCF_035822915.1	Bacillus velezensis	Contig	current	4014023	28	SAMN33940729	bear intestine	not collected		uncertain	
GCF_035823035.1	Bacillus velezensis	Scaffold	current	4071566	29	SAMN33940727	bear intestine	not collected		uncertain	
GCF_035823155.1	Bacillus velezensis	Contig	current	3928146	21	SAMN33940721	soil	not collected		non_saline_candidate	
GCF_035823195.1	Bacillus velezensis	Scaffold	current	4126432	64	SAMN33940723	soil	Trinidad and Tobago: Trinidad		non_saline_candidate	
GCF_035823275.1	Bacillus velezensis	Scaffold	current	3902798	80	SAMN33940719	soil	not collected		non_saline_candidate	
GCF_035823295.1	Bacillus velezensis	Scaffold	current	3938825	103	SAMN33940720	soil	not collected		non_saline_candidate	
GCF_035823315.1	Bacillus velezensis	Scaffold	current	3871471	25	SAMN33940717	plate contaminant	not collected		uncertain	
GCF_035823345.1	Bacillus velezensis	Scaffold	current	3870270	23	SAMN33940718	soil	not collected		non_saline_candidate	
GCF_035823435.1	Bacillus velezensis	Scaffold	current	3875017	25	SAMN33940716	soil	not collected		non_saline_candidate	
GCF_035823495.1	Bacillus velezensis	Contig	current	3965382	23	SAMN33940715	soil	not collected		non_saline_candidate	
GCF_035969425.1	Bacillus velezensis	Contig	current	4059220	21	SAMN38260241	marine water of Mar Cantabrico	Spain		uncertain	
GCF_036213065.1	Bacillus velezensis	Scaffold	current	3935265	43	SAMN32975031	raw lentils	not collected		uncertain	
GCF_036213385.1	Bacillus velezensis	Contig	current	4100542	49	SAMN32975016	not collected	not collected		uncertain	
GCF_036216805.1	Bacillus velezensis	Scaffold	current	4004456	25	SAMN32974838	soil	Israel: Evolution Canyon		non_saline_candidate	
GCF_036216885.1	Bacillus velezensis	Contig	current	3920289	24	SAMN32974834	soil	Israel: Evolution Canyon		non_saline_candidate	
GCF_036217845.1	Bacillus velezensis	Scaffold	current	4149408	48	SAMN32974781	dried feedlot waste	USA: Texas		uncertain	
GCF_036218025.1	Bacillus velezensis	Scaffold	current	3991532	66	SAMN32974744	sclerotia	not collected	Aspergillus flavus	uncertain	
GCF_036218645.1	Bacillus velezensis	Scaffold	current	3926429	55	SAMN32974743	sclerotia	not collected	Aspergillus flavus	uncertain	
GCF_036218685.1	Bacillus velezensis	Contig	current	3977299	44	SAMN32974740	sclerotia	not collected	Aspergillus flavus	uncertain	
GCF_036218705.1	Bacillus velezensis	Scaffold	current	3951789	35	SAMN32974741	sclerotia	not collected	Aspergillus flavus	uncertain	
GCF_036218745.1	Bacillus velezensis	Scaffold	current	4222889	58	SAMN32974737	sclerotia	not collected	Aspergillus flavus	uncertain	
GCF_036218765.1	Bacillus velezensis	Scaffold	current	4129409	67	SAMN32974738	sclerotia	not collected	Aspergillus flavus	uncertain	
GCF_036219305.1	Bacillus velezensis	Contig	current	3858719	23	SAMN32974703	not collected	not collected		uncertain	
GCF_036219405.1	Bacillus velezensis	Contig	current	3901917	41	SAMN32974702	not collected	not collected		uncertain	
GCF_036219425.1	Bacillus velezensis	Scaffold	current	3944035	34	SAMN32974700	not collected	not collected		uncertain	
GCF_036219445.1	Bacillus velezensis	Scaffold	current	4224211	43	SAMN32974699	bran	not collected		uncertain	
GCF_036221725.1	Bacillus velezensis	Scaffold	current	4040427	53	SAMN33941092	not collected	not collected		uncertain	
GCF_036222725.1	Bacillus velezensis	Scaffold	current	3769277	44	SAMN33941042	not collected	not collected		uncertain	
GCF_036222925.1	Bacillus velezensis	Scaffold	current	4040567	46	SAMN33941032	not collected	not collected		uncertain	
GCF_036320795.1	Bacillus velezensis	Complete Genome	current	4027436	1	SAMN39450124		South Korea		uncertain	
GCF_036323435.1	Bacillus velezensis	Complete Genome	current	3957092	1	SAMD00644077		Viet Nam:Dak Nong, Dak Song	Piper nigrum	uncertain	
GCF_036323635.1	Bacillus velezensis	Contig	current	4164484	14	SAMN13624701	food	Not applicable		exclude_review	food
GCF_036348355.1	Bacillus velezensis	Contig	current	3993252	23	SAMN38053693	roots	Tunisia: Mednine	Fagonia glutinosa	non_saline_candidate	
GCF_036353135.1	Bacillus velezensis	Contig	current	4206875	37	SAMN38724429	Termite gut	India: KRR Nagar, the Buffer zone of Meghamalai,Theni, Tamil Nadu		uncertain	
GCF_036353145.1	Bacillus velezensis	Contig	current	3860519	25	SAMN38724430	Termitarium	India: KRR Nagar, the Buffer zone of Meghamalai,Theni, Tamil Nadu		uncertain	
GCF_036362945.1	Bacillus velezensis	Complete Genome	current	3935105	1	SAMN39655636		China:Kunming	smooth vetch	uncertain	
GCF_036417315.1	Bacillus velezensis	Complete Genome	current	3956393	3	SAMN38879736	Pixian Douban	China:Chengdu		uncertain	
GCF_036549115.1	Bacillus velezensis	Complete Genome	current	4016867	1	SAMN39835976	bogor	Indonesia	Archidendron pauciflorum	uncertain	
GCF_036600835.1	Bacillus velezensis	Contig	current	4016867	3	SAMN37344706	Plant	Indonesia	Archidendron pauciflorum	non_saline_candidate	
GCF_036621435.1	Bacillus velezensis	Scaffold	current	4063280	38	SAMN38476163		USA: Florida	Citrus sinensis	uncertain	
GCF_036621445.1	Bacillus velezensis	Scaffold	current	4063583	42	SAMN38476164		USA: Florida	Citrus sinensis	uncertain	
GCF_036621455.1	Bacillus velezensis	Scaffold	current	4061111	48	SAMN38476162		USA: Florida	Citrus sinensis	uncertain	
GCF_036621475.1	Bacillus velezensis	Scaffold	current	4061377	43	SAMN38476161		USA: Florida	Citrus sinensis	uncertain	
GCF_036621545.1	Bacillus velezensis	Scaffold	current	4092183	17	SAMN38476157		USA: Florida	Citrus sinensis	uncertain	
GCF_036621635.1	Bacillus velezensis	Scaffold	current	4198490	22	SAMN38476152		USA: California	Citrus sinensis	uncertain	
GCF_036621645.1	Bacillus velezensis	Scaffold	current	4195249	23	SAMN38476154		USA: California	Citrus sinensis	uncertain	
GCF_036621655.1	Bacillus velezensis	Scaffold	current	4198340	22	SAMN38476153		USA: California	Citrus sinensis	uncertain	
GCF_036890185.1	Bacillus velezensis	Contig	current	4186880	40	SAMN17378026	seaweed	India		uncertain	
GCF_036961785.1	Bacillus velezensis	Scaffold	current	4009291	161	SAMN40001910	emissingophyte	USA: Nebraska	corn	uncertain	
GCF_036961825.1	Bacillus velezensis	Scaffold	current	3904957	31	SAMN40001906	rhizoplane	USA: Nebraska	soybean	uncertain	
GCF_036961965.1	Bacillus velezensis	Scaffold	current	4086459	428	SAMN40001901	rhizoplane	USA: Nebraska	corn	uncertain	
GCF_036962265.1	Bacillus velezensis	Scaffold	current	3914662	29	SAMN40001925	emissingophyte	USA: Iowa	corn	uncertain	
GCF_036962485.1	Bacillus velezensis	Scaffold	current	3878400	28	SAMN40001971	emissingophyte	USA: Wisconsin	soybean	uncertain	
GCF_036962945.1	Bacillus velezensis	Scaffold	current	4131364	28	SAMN40001969	emissingophyte	USA: Wisconsin	soybean	uncertain	
GCF_036962985.1	Bacillus velezensis	Scaffold	current	4127401	42	SAMN40001964	emissingophyte	USA: Wisconsin	soybean	uncertain	
GCF_036963185.1	Bacillus velezensis	Scaffold	current	3909702	41	SAMN40001973	emissingophyte	USA: Wisconsin	soybean	uncertain	
GCF_036963205.1	Bacillus velezensis	Scaffold	current	3883109	64	SAMN40001936	emissingophyte	USA: Wisconsin	corn	uncertain	
GCF_036963425.1	Bacillus velezensis	Scaffold	current	3870638	22	SAMN40001958	emissingophyte	USA: Wisconsin	soybean	uncertain	
GCF_036963465.1	Bacillus velezensis	Scaffold	current	3901283	64	SAMN40001968	emissingophyte	USA: Wisconsin	soybean	uncertain	
GCF_036964795.1	Bacillus velezensis	Contig	current	3914388	6	SAMN40044537	leaves	Poland: Lask	Euphorbia cyparissias	uncertain	
GCF_036964865.1	Bacillus velezensis	Contig	current	3982729	38	SAMN40001707	missing	USA: Alabama	cotton	uncertain	
GCF_036965865.1	Bacillus velezensis	Scaffold	current	4125431	40	SAMN40001790	emissingophyte	USA: Wisconsin	soybean	uncertain	
GCF_036965885.1	Bacillus velezensis	Scaffold	current	3891408	32	SAMN40001791	emissingophyte	USA: Wisconsin	soybean	uncertain	
GCF_036965905.1	Bacillus velezensis	Scaffold	current	4125805	38	SAMN40001785	emissingophyte	USA: Wisconsin	soybean	uncertain	
GCF_036966145.1	Bacillus velezensis	Contig	current	4129158	26	SAMN40001788	emissingophyte	USA: Wisconsin	soybean	uncertain	
GCF_036966165.1	Bacillus velezensis	Scaffold	current	4037512	80	SAMN40001774	emissingophyte	USA: Nebraska	corn	uncertain	
GCF_036966185.1	Bacillus velezensis	Scaffold	current	3870767	19	SAMN40001713	emissingophyte	USA: Illinois	corn	uncertain	
GCF_036966205.1	Bacillus velezensis	Scaffold	current	4135876	28	SAMN40001793	missing	USA: Alabama	missing	uncertain	
GCF_036966225.1	Bacillus velezensis	Scaffold	current	4007359	217	SAMN40001768	emissingophyte	USA: Nebraska	soybean	uncertain	
GCF_036966325.1	Bacillus velezensis	Scaffold	current	4127553	41	SAMN40001787	emissingophyte	USA: Wisconsin	soybean	uncertain	
GCF_036966385.1	Bacillus velezensis	Scaffold	current	3821097	147	SAMN40001761	rhizoplane	USA: Illinois	corn	uncertain	
GCF_036966525.1	Bacillus velezensis	Scaffold	current	3993858	32	SAMN40001760	missing	USA: Alabama	missing	uncertain	
GCF_036966725.1	Bacillus velezensis	Scaffold	current	4167896	39	SAMN40001758	missing	USA: Alabama	cotton	uncertain	
GCF_036966805.1	Bacillus velezensis	Contig	current	4033570	37	SAMN40001759	missing	USA: Alabama	cotton	uncertain	
GCF_036967085.1	Bacillus velezensis	Scaffold	current	3868060	31	SAMN40001723	rhizoplane	USA: Illinois	corn	uncertain	
GCF_036967145.1	Bacillus velezensis	Scaffold	current	3891458	12	SAMN40001712	emissingophyte	USA: Illinois	corn	uncertain	
GCF_037094735.1	Bacillus velezensis	Complete Genome	current	3924071	1	SAMN40001735	rhizoplane	USA: Nebraska	soybean	uncertain	
GCF_037094745.1	Bacillus velezensis	Complete Genome	current	4061380	1	SAMN40001710	missing	USA: Alabama	missing	uncertain	
GCF_037094755.1	Bacillus velezensis	Complete Genome	current	4237004	1	SAMN40001708	missing	USA: Alabama	cotton	uncertain	
GCF_037095775.1	Bacillus velezensis	Contig	current	4013767	22	SAMN40153660	rhizosphere	Spain: Las Gabias, Granada	Lactuca sativa va. capitata	non_saline_candidate	
GCF_037126165.1	Bacillus velezensis	Complete Genome	current	4024416	1	SAMN40257362		China:Shandong	Grape	uncertain	
GCF_000015785.2	Bacillus velezensis FZB42	Complete Genome	current	3918596	1	SAMN02603158				uncertain	
GCF_000160955.1	Bacillus wiedmannii	Chromosome	current	5547057	197	SAMN00727654				uncertain	
GCF_000262385.1	Bacillus velezensis YAU B9601-Y2	Complete Genome	current	4238624	1	SAMN02603232	wheat rhizosphere			non_saline_candidate	
GCF_000283695.1	Bacillus velezensis CAU B946	Complete Genome	current	4019861	1	SAMEA2272738				uncertain	
GCF_000284395.1	Bacillus velezensis YAU B9601-Y2	Complete Genome	current	4242774	1	SAMEA2272044				uncertain	
GCF_000291375.1	Bacillus wiedmannii	Scaffold	current	5855291	76	SAMN02596823				uncertain	
GCF_000291495.1	Bacillus wiedmannii	Scaffold	current	5589654	49	SAMN02596812				uncertain	
GCF_000293565.1	Bacillus wiedmannii	Scaffold	current	5527226	63	SAMN02596826				uncertain	
GCF_000299615.1	Bacillus velezensis M27	Contig	current	3860959	21	SAMN02470577	cotton-waste compost	South Korea		uncertain	
GCF_000319475.1	Bacillus velezensis AS43.3	Complete Genome	current	3961368	1	SAMN02603673				uncertain	
GCF_000341875.1	Bacillus velezensis UCMB5036	Complete Genome	current	3910324	1	SAMEA2272633	cotton plant	Ukraine		non_saline_candidate	
GCF_000455565.1	Bacillus velezensis UCMB5033	Complete Genome	current	4071167	1	SAMEA2272562				uncertain	
GCF_000455585.1	Bacillus velezensis UCMB5113	Complete Genome	current	3889532	1	SAMEA2272338				uncertain	
GCF_000493375.1	Bacillus velezensis NAU-B3	Complete Genome	current	4204608	2	SAMEA2272154				uncertain	
GCF_000513755.1	Bacillus velezensis SK19.001	Contig	current	3925723	74	SAMN02597424	soil	China: Wuxi		non_saline_candidate	
GCF_000583065.1	Bacillus velezensis TrigoCor1448	Complete Genome	current	3957904	1	SAMN02650943		Brazil	wheat	uncertain	
GCF_000685725.1	Bacillus velezensis SQR9	Complete Genome	current	4117023	1	SAMN03081500				uncertain	
GCF_000973585.1	Bacillus velezensis NJN-6	Complete Genome	current	4052546	1	SAMN03492032				uncertain	
GCF_001008655.1	Bacillus wiedmannii	Scaffold	current	5749457	81	SAMN03267265	cereals, cereal products, (fermented) breads, pasta and pastries	Netherlands		uncertain	
GCF_001044575.1	Bacillus wiedmannii	Scaffold	current	5523305	29	SAMN03325928	ice cream	Germany	missing	uncertain	
GCF_001044745.1	Bacillus wiedmannii	Scaffold	current	5414722	48	SAMN03325943	feces	Netherlands	Homo sapiens	exclude_review	feces
GCF_001317525.1	Bacillus wiedmannii	Contig	current	5403786	28	SAMN04028667	groundwater	USA		uncertain	
GCF_001583695.1	Bacillus wiedmannii	Contig	current	5337981	104	SAMN03800026	Raw milk	USA: New York state		exclude_review	milk
GCF_001645395.1	Bacillus wiedmannii	Contig	current	5616099	72	SAMN04909724	dairy food in process	USA: New York state		exclude_review	food
GCF_001645405.1	Bacillus wiedmannii	Contig	current	5615049	71	SAMN04909723	finished ready to eat dairy food product	USA: New York state		exclude_review	food
GCF_001889165.1	Bacillus weihaiensis	Complete Genome	current	4361276	2	SAMN05178567	marine	China: Weihai, Shandong		uncertain	
GCF_007673335.1	Bacillus velezensis AS43.3	Scaffold	current	4063074	82	SAMN11792532	environmental	USA: North Carolina, Durham	not applicable	uncertain	
GCF_008807735.1	Bacillus wiedmannii	Complete Genome	current	5585953	2	SAMN10058771	gills	China: East China sea	Alvinocaris longirostris	uncertain	
GCF_011524325.1	Bacillus weihaiensis	Scaffold	current	4791764	119	SAMN13494946	coral reef macroalgae biofilm	Australia: Great Barrier Reef, Magnetic Island, Geoffrey Bay	Sargassum sp.	uncertain	
GCF_037287325.1	Bacillus velezensis	Contig	current	4178214	49	SAMN26244241	macroalgae	India	Palisada papillosa	uncertain	
GCF_037290785.1	Bacillus velezensis	Complete Genome	current	3944445	1	SAMN40126866	horse manure	China: Shuangcheng Heilongjiang	missing	uncertain	
GCF_037623985.1	Bacillus velezensis	Scaffold	current	3990696	18	SAMN39136392		China	tomato	uncertain	
GCF_037834565.1	Bacillus velezensis	Contig	current	3912114	33	SAMN36494234	honey	Argentina: Puan, Province of Buenos Aires		uncertain	
GCF_037844385.1	Bacillus velezensis	Contig	current	3960187	53	SAMN40588573	water from aquarium	Ireland: Cork		uncertain	
GCF_037889395.1	Bacillus velezensis	Scaffold	current	4007168	26	SAMN40597287	soil	China: Guangdong, Zhanjiang		non_saline_candidate	
GCF_037913695.1	Bacillus velezensis	Complete Genome	current	4028048	1	SAMN40450145		South Korea: Gyeongju		uncertain	
GCF_037914895.1	Bacillus velezensis	Complete Genome	current	4185310	1	SAMN40450143		South Korea: Gyeongju		uncertain	
GCF_037914905.1	Bacillus velezensis	Complete Genome	current	4012413	1	SAMN40450141		South Korea: Gyeongju		uncertain	
GCF_037938565.1	Bacillus velezensis	Contig	current	4174873	49	SAMN34074750	seaweed	India: Vizhinjam, Kerala	Sargassum wightii	uncertain	
GCF_038020425.1	Bacillus velezensis	Complete Genome	current	3929792	1	SAMN40624459	Mango peel	China:Guangxi		uncertain	
GCF_038299145.2	Bacillus velezensis	Complete Genome	current	3929695	1	SAMN40906799	aquaculture pond	Taiwan		uncertain	
GCF_038405455.1	Bacillus velezensis	Scaffold	current	3880685	30	SAMN40934966		South Africa: Cape Town	Dicerothamnus rhinocerotis	uncertain	
GCF_038405495.1	Bacillus velezensis	Scaffold	current	3992370	12	SAMN40934965		South Africa: Cape Town	Dicerothamnus rhinocerotis	uncertain	
GCF_038442215.1	Bacillus velezensis	Complete Genome	current	4036959	1	SAMN38777322	plantation	Spain:Malaga	cucumber	non_saline_candidate	
GCF_038594295.1	Bacillus velezensis	Scaffold	current	3891934	33	SAMN40732503	soil	Russia: Republic of Tatarstan, Kazan		non_saline_candidate	
GCF_038806105.1	Bacillus velezensis	Contig	current	3933413	60	SAMN38224100		Brazil: Paran, Campo Largo	maize	uncertain	
GCF_038806145.1	Bacillus velezensis	Contig	current	3950529	108	SAMN38224099		Brazil: Paran, Campo Largo	maize	uncertain	
GCF_038806215.1	Bacillus velezensis	Contig	current	3889786	55	SAMN38224101		Brazil: Paran, Campo Largo	maize	uncertain	
GCF_039624175.1	Bacillus velezensis	Complete Genome	current	4062560	2	SAMN38167973		South Korea:Daegu	Homo sapiens	uncertain	
GCF_039672485.1	Bacillus velezensis	Scaffold	current	4203032	61	SAMN37702049		Canada: Royal Botanical Gardens, Ontario	Contoneaster amiguus	uncertain	
GCF_039725925.1	Bacillus velezensis	Chromosome	current	4141051	6	SAMN15218175		Argentina: Cordoba, Villa Maria	Solanum lycopersicum	uncertain	
GCF_039736305.1	Bacillus velezensis	Complete Genome	current	3920437	1	SAMN34036003		not collected	oats	uncertain	
GCF_039769825.1	Bacillus velezensis	Contig	current	4144346	28	SAMN41405101	saline-alkali soil	China: Binhai New Area, Tianjin		saline_candidate	saline;saline-alkali
GCF_039839395.1	Bacillus velezensis	Contig	current	4194762	30	SAMN41437697		Ireland: Dublin		uncertain	
GCF_039851945.1	Bacillus velezensis	Complete Genome	current	3929757	1	SAMN41432343		China: Inter-root soil of Panax pseudoginseng in Wenshan, Yunnan Province, China	inter-root soil	non_saline_candidate	
GCF_039851955.1	Bacillus velezensis	Complete Genome	current	4217652	2	SAMN41431953		China: Inter-root soil of Panax pseudoginseng in Wenshan, Yunnan Province, China	inter-root soil	non_saline_candidate	
GCF_039871465.1	Bacillus velezensis	Scaffold	current	3888046	17	SAMN41455680	landfill soil	China: Yichang City, Hubei Province		non_saline_candidate	
GCF_039955105.1	Bacillus velezensis	Complete Genome	current	3904583	1	SAMN40257124		China:Ningxia	Rice	uncertain	
GCF_039955115.1	Bacillus velezensis	Complete Genome	current	3929792	1	SAMN40257186		China:Ni	Rice	uncertain	
GCF_040105115.1	Bacillus velezensis	Complete Genome	current	3929789	1	SAMN41610859	soil	China: Taizhou City, Zhejiang Province		non_saline_candidate	
GCF_040126195.1	Bacillus velezensis	Complete Genome	current	4002482	1	SAMN26241751	compost	Taiwan: New Taipei city		uncertain	
